4.683472562334623501e-01,5.475298671841955303e-03,1.000000000000000000e+00
-7.120294042478859942e-02,-4.850174205571139985e-01,1.000000000000000000e+00
5.120791989450359516e-01,9.964789756385636910e-01,0.000000000000000000e+00
-2.849202513830487171e-01,-3.420050920063879007e-01,1.000000000000000000e+00
-2.040508016293598181e-01,-3.208969259824285825e-01,1.000000000000000000e+00
-9.108489077393419064e-01,-2.545295835183036814e-01,0.000000000000000000e+00
-9.782186989825358836e-01,4.846951602583823293e-01,0.000000000000000000e+00
1.073962052831499259e+00,8.974452051146698806e-03,0.000000000000000000e+00
3.177346200948893973e-01,2.859886092056611595e-01,1.000000000000000000e+00
8.241186938777930737e-02,4.737459611079614663e-01,1.000000000000000000e+00
-6.301719692949978580e-01,7.955950474114369397e-01,0.000000000000000000e+00
4.618323123357328530e-01,2.728631339960831403e-01,1.000000000000000000e+00
-4.866441016743858206e-01,1.326283188025002314e-02,1.000000000000000000e+00
2.034627418084723471e-01,-3.306556291505421963e-01,1.000000000000000000e+00
-4.862358120638560210e-02,4.472881574635649837e-01,1.000000000000000000e+00
3.191356695271756472e-01,3.473233899779236689e-01,1.000000000000000000e+00
-6.343764327208012421e-03,4.353406434125907665e-01,1.000000000000000000e+00
2.361526535057893172e-01,4.070044255894748608e-01,1.000000000000000000e+00
1.009889040253287185e+00,-8.204557140526039238e-02,0.000000000000000000e+00
6.866256744114452859e-01,-8.548987411200461572e-01,0.000000000000000000e+00
1.010285841084351821e-01,-4.021502389453495141e-01,1.000000000000000000e+00
3.030507778291355314e-02,-4.610335393607272736e-01,1.000000000000000000e+00
4.964880599311523590e-01,-2.566967422838715152e-01,1.000000000000000000e+00
2.303517624498441774e-01,-5.101532599178667526e-01,1.000000000000000000e+00
-9.793867502521070856e-01,2.337887708264053399e-01,0.000000000000000000e+00
7.995884636732133455e-01,-5.607491396163379882e-01,0.000000000000000000e+00
4.878036333600595520e-01,1.366334691977632854e-01,1.000000000000000000e+00
9.092761104623273694e-01,4.313828115135938668e-01,0.000000000000000000e+00
-3.937384394486698191e-01,9.467568101389534085e-01,0.000000000000000000e+00
6.753633158770734335e-01,6.302282712521890540e-01,0.000000000000000000e+00
-7.804488913499481040e-01,-6.030004839781131221e-01,0.000000000000000000e+00
4.420333753663483467e-01,8.649822879570029377e-01,0.000000000000000000e+00
3.909008621003143280e-02,4.603939652523522663e-01,1.000000000000000000e+00
7.750905871317287366e-01,-6.947340844736731302e-01,0.000000000000000000e+00
-1.408447204420180954e-01,-4.565530459739647884e-01,1.000000000000000000e+00
-1.814830880555860226e-01,5.818386391214875886e-01,1.000000000000000000e+00
2.338663539319951468e-01,4.305291180712340071e-01,1.000000000000000000e+00
5.190892817055247077e-01,-8.320094157896505971e-01,0.000000000000000000e+00
4.689082601663239758e-01,-2.362969914795443049e-01,1.000000000000000000e+00
1.041791635308214836e+00,2.861175260001792009e-01,0.000000000000000000e+00
4.236948948521309655e-01,8.754343334889247430e-01,0.000000000000000000e+00
6.286419355136836362e-01,-6.713416592411936001e-01,0.000000000000000000e+00
7.184433852103096207e-02,4.449291202429352388e-01,1.000000000000000000e+00
-6.057654666744862748e-01,-7.031050261831740533e-01,0.000000000000000000e+00
1.060015823542742597e+00,1.351279603123508588e-01,0.000000000000000000e+00
1.134679369892378775e-01,-4.611105317183390451e-01,1.000000000000000000e+00
-9.306930639230860391e-01,-7.566225658953561195e-02,0.000000000000000000e+00
8.785910865774977374e-01,-5.431867072620106818e-01,0.000000000000000000e+00
-3.379673091475356161e-02,-4.637801574752399292e-01,1.000000000000000000e+00
7.269336112758639779e-02,4.523936811654101220e-01,1.000000000000000000e+00
-9.798188594953758379e-01,2.116794374494112285e-01,0.000000000000000000e+00
5.181340577427914207e-01,8.904269703595003582e-01,0.000000000000000000e+00
-3.769041389393742447e-01,9.156178448559144645e-01,0.000000000000000000e+00
-5.330787749977745626e-01,1.406636082732869442e-01,1.000000000000000000e+00
1.959559948734806156e-01,1.012599298030685713e+00,0.000000000000000000e+00
-2.552728457399133788e-01,-8.839427420605641128e-01,0.000000000000000000e+00
5.364941467293175004e-01,-7.902689187260218961e-01,0.000000000000000000e+00
-2.342998440194636600e-01,-4.290742521522830089e-01,1.000000000000000000e+00
1.707804788693365605e-01,9.719959101290696069e-01,0.000000000000000000e+00
3.573384037824763881e-01,-3.974572635476443239e-01,1.000000000000000000e+00
1.629700312417972641e-01,1.006470635016985860e+00,0.000000000000000000e+00
9.553621776877129212e-01,-2.310329311955091613e-01,0.000000000000000000e+00
-3.534812357496341928e-01,-3.303760581094377091e-01,1.000000000000000000e+00
7.928208948100595732e-02,9.454324534497486887e-01,0.000000000000000000e+00
