1.730206500242358114e+00,-1.848656749071120764e+00
3.597884398390100991e-01,-3.376097809132198035e-01
-2.981335959920166534e+00,3.080586700362797359e+00
2.386855723927644668e+00,-2.842994669002492980e+00
-3.315642361966767648e+00,6.560188384094454150e-01
-2.853175017150661574e+00,2.712063072350339166e+00
1.579380304192248063e+00,-1.547237131874235505e+00
-1.293912576009741855e+00,2.942903515866484021e-01
-2.404733618383658733e+00,2.753670644442269833e-01
-3.611718001864081096e+00,2.107298920870401826e+00
-1.564013093706850377e+00,6.849377394482001336e-01
-4.029434092487090169e+00,2.320919196668516538e+00
1.581378650570564259e+00,-1.073131934399448983e+00
-3.573593041751314203e+00,1.801126285715434427e+00
-4.077971133333796239e+00,4.163650161149516471e+00
1.127847754303318517e+00,-1.163471078573893314e+00
-2.991505842581040131e+00,3.360687200794478802e+00
1.799828060998163837e+00,-1.457303250857498789e+00
1.622473047147008796e+00,-1.714157682620403023e+00
-2.678284497932818642e+00,2.536361347458022664e+00
-1.753807118380614760e-01,6.343575765369344754e-01
-2.061181245979521126e+00,2.212369870634241842e+00
-2.419716669360228334e+00,-4.397073369560473566e-01
-2.407441072017726835e+00,2.205070652668300379e+00
-2.470079037616836448e+00,2.320692352280580018e+00
-2.820692653116028570e+00,3.122118896253904374e+00
4.774081075612450209e-01,-3.451090414808710705e-01
-1.654486633856919298e+00,1.088745088577753650e+00
-3.391597572271163763e+00,3.478936419407591352e+00
-2.192476031382743773e-01,3.689527524972011086e-01
-4.052103926478238805e+00,2.369251693449155205e+00
4.658712281047905357e-01,1.534209506542483226e-02
7.802730974217479964e-01,-4.980006367879513673e-01
-2.619409437814923969e+00,3.236417842669388367e+00
-2.352876161617419637e+00,2.302687580590495831e+00
-3.897286473143966923e+00,1.971079049645005021e+00
-1.939156855079600117e+00,1.410066910079642133e+00
-2.125272739105961151e+00,1.465615091403671411e+00
-2.832965698143637301e+00,2.553829462293794705e+00
-2.491316597740653727e+00,4.922499444013590519e-01
-3.688150799914452271e+00,3.828820773242657349e+00
-3.530013574326415604e+00,4.096775932003197340e+00
1.840914208573881661e-01,4.464895303633332757e-01
-3.908495319895579634e+00,1.873335177880123936e+00
-2.529056814366047679e+00,2.572673890987262624e-01
2.720406897622907216e+00,-3.150189127968851643e+00
-3.321245161241739297e+00,8.291345853007383582e-01
5.088242666325522023e-01,-1.702418885987139197e-01
1.717844153691973075e+00,-2.006824619786122366e+00
9.863172618405333658e-01,-8.492627604506965966e-01
8.668929798760804939e-01,-9.898077274289325267e-01
-3.042727813261047132e+00,3.433836747859148275e+00
-1.578906253921797287e+00,-1.233227644572798098e+00
-2.704521811011864951e+00,2.854357233905361113e+00
-2.546623707102148026e-01,1.049381061762798328e+00
-2.989446422515163349e+00,9.146094446308685733e-01
1.897759453356518300e+00,-2.080141934408087145e+00
7.814991319199047215e-01,-6.447939792590471342e-01
-3.194782850759594339e+00,4.633787818310022288e-01
8.837843991060617688e-01,-9.433802777588158328e-01
-5.241004524643699369e+00,3.575867239118867502e+00
1.940703429301962935e+00,-2.078952106041750625e+00
1.854918877724450965e+00,-1.814384941700738496e+00
-2.938374167590582786e+00,3.517652615460745480e+00
-3.731036994385239058e+00,3.416455686374632705e+00
-2.289130228066432515e+00,-4.246965153034425455e-01
1.229400543318103001e+00,-1.516418745520764277e+00
6.644276136519760012e-01,-1.610756843340441780e-01
-2.325114404795327161e+00,2.128009422364306236e+00
-2.236569838663789334e+00,2.093788666830080913e+00
-1.558793178673250512e+00,1.003998030186580737e+00
-4.295727880163292767e+00,2.733281871060230461e+00
6.899870962914739225e-01,-3.327793370647347260e-01
-3.125312525949876630e+00,1.207084417348192495e+00
1.339008958444431796e+00,-2.201410557055253570e+00
-2.758489866108448485e+00,3.258987526285130443e+00
-9.988138253309242209e-03,2.449658594491266606e-01
6.020355178851303224e-01,3.068405695979756764e-01
-2.515415012122700578e+00,2.417507551490093665e+00
1.008935632944491179e+00,-1.064770362136351345e+00
